product_code,product_name,maker_name,package_spec,purchase_price
4987020004620,ラノコナゾールクリーム１％「イワキ」,岩城製薬,包装小 100Ｇ,2179
4987020004668,クリンダマイシンリン酸エステルゲル１％「イワキ」,岩城製薬,包装小 100Ｇ,1064
4987020004828,マキサカルシトール軟膏２５μｇ／ｇ「イワキ」,岩城製薬,包装小 10Ｇ,316
4987020004835,マキサカルシトール軟膏２５μｇ／ｇ「イワキ」,岩城製薬,包装小 100Ｇ,3163
4987020015916,スピラゾンローション０．３％,岩城製薬,包装小 100Ｇ,1336
4987020016326,デルモゾールＤＰローション０．０６４％,岩城製薬,包装小 100ＭＬ,764
4987020017385,ビダラビン軟膏３％「イワキ」,岩城製薬,包装小 25Ｇ,1684
4987020017521,セチルピリジニウム塩化物トローチ２ｍｇ「イワキ」,岩城製薬,ＰＴＰ 1000錠,5545
4987020017569,ゲンタマイシン硫酸塩軟膏０．１％「イワキ」,岩城製薬,包装小 100Ｇ,775
4987020017743,ベンダザック軟膏３％「イワキ」,岩城製薬,包装小 100Ｇ,1545
4987020020118,ピコスルファートナトリウム内用液０．７５％「イワキ」,岩城製薬,包装小 100ＭＬ,9999999999
4987020020187,テルビナフィン塩酸塩外用液１％「イワキ」,岩城製薬,包装小 100Ｇ,864
4987020020248,ケトコナゾールクリーム２％「イワキ」,岩城製薬,包装小 100Ｇ,1197
4987020020682,クロベタゾン酪酸エステルクリーム０．０５％「イワキ」,岩城製薬,包装小 50Ｇ,740
4987020020729,クロベタゾン酪酸エステルクリーム０．０５％「イワキ」,岩城製薬,調剤用 600Ｇ,8713
4987020020798,クロベタゾールプロピオン酸エステル軟膏０．０５％「イワキ」,岩城製薬,包装小 50Ｇ,521
4987020020996,ジフルプレドナート軟膏０．０５％「イワキ」,岩城製薬,包装小 50Ｇ,590
4987020021016,ジフルプレドナート軟膏０．０５％「イワキ」,岩城製薬,包装小 500Ｇ,5908
4987020021344,アルクロメタゾンプロピオン酸エステル軟膏０．１％「イワキ」,岩城製薬,包装小 50Ｇ,1286
4987020021719,ルリコナゾールクリーム１％「イワキ」,岩城製薬,包装小 100Ｇ,1461
4987020021894,ベタメタゾン酪酸エステルプロピオン酸エステルクリーム０．０５％「ＭＹＫ」,岩城製薬,調剤用 500Ｇ,8419
4987020021924,ベタメタゾン酪酸エステルプロピオン酸エステル軟膏０．０５％「ＭＹＫ」,岩城製薬,包装小 50Ｇ,850
4987028200079,バファリン配合錠Ａ８１,エーザイ,ＳＰ 100錠,523
4987028201397,ルネスタ錠２ｍｇ,エーザイ,ＰＴＰ 100錠,4130
4987028203063,トラベルミン配合錠,エーザイ,ＰＴＰ 100錠,541
4987028204046,フィコンパ錠４ｍｇ,エーザイ,ＰＴＰ 56錠,15790
4987028205609,デエビゴ錠２．５ｍｇ,エーザイ,ＰＴＰ 100錠,4000
4987028205630,デエビゴ錠５ｍｇ,エーザイ,ＰＴＰ 100錠,6352
4987028208396,ストロカイン錠５ｍｇ,エーザイ,ＰＴＰ 100錠,532
4987028209409,ユベラ錠５０ｍｇ,エーザイ,ＰＴＰ 100錠,523
4987028211020,アリセプトＤ錠３ｍｇ,エーザイ,ＰＴＰ 14錠,636
4987028211051,アリセプトＤ錠５ｍｇ,エーザイ,ＰＴＰ 56錠,3777
4987028213376,タンボコール錠１００ｍｇ,エーザイ,ＰＴＰ 100錠,6142
4987028213420,フェロミア錠５０ｍｇ,エーザイ,ＰＴＰ 100錠,541
4987028225508,ユベラＮカプセル１００ｍｇ,エーザイ,ＰＴＰ 100カプセル,541
4987028225560,ユベラＮソフトカプセル２００ｍｇ,エーザイ,ＰＴＰ 100カプセル,596
4987028233220,ミオナール錠５０ｍｇ,エーザイ,ＰＴＰ 100錠,9999999999
4987028234784,サイレース錠１ｍｇ,エーザイ,ＰＴＰ 100錠,656
4987028236238,テオロング錠１００ｍｇ,エーザイ,ＰＴＰ 100錠,665
4987028240303,ワーファリン錠１ｍｇ,エーザイ,ＰＴＰ 100錠,936
4987028240501,ワーファリン錠０．５ｍｇ,エーザイ,ＰＴＰ 100錠,936
4987028253358,メリスロン錠６ｍｇ,エーザイ,ＰＴＰ 100錠,9999999999
4987028266563,メチコバール錠５００μｇ,エーザイ,ＰＴＰ 210錠,1935
4987028267027,マクサルトＲＰＤ錠１０ｍｇ,エーザイ,包装小 6錠,2032
4987028274476,エラスチーム錠１８００,エーザイ,ＰＴＰ 100錠,800
4987032001181,オースギ葛根湯エキスＧ,大杉製薬,分包 210Ｇ,1966
4987032019186,オースギ小青竜湯エキスＧ,大杉製薬,分包 210Ｇ,1684
4987032062182,オースギ防風通聖散エキスＧ,大杉製薬,分包 252Ｇ,2382
4987035018612,アクアチムローション１％,大塚製薬,包装小 200ＭＬ,3729
4987035030812,エビリファイ錠６ｍｇ,大塚製薬,ＰＴＰ 100錠,5814
4987035031413,エビリファイ散１％,大塚製薬,バラ 100Ｇ,6102
4987035031512,◆エビリファイ散１％,大塚製薬,バラ 100Ｇ (1Ｇ×100),45051
4987035044314,ウレパールクリーム１０％,大塚製薬,包装小 200Ｇ,701
4987035044611,ウレパールローション１０％,大塚製薬,包装小 200Ｇ,701
4987035076711,エビリファイ錠１ｍｇ,大塚製薬,ＰＴＰ 100錠,1004
4987035143819,プレタールＯＤ錠１００ｍｇ,大塚製薬,ＰＴＰ 100錠,2688
4987035184614,ムコスタ錠１００ｍｇ,大塚製薬,ＰＴＰ 100錠,945
4987035209614,レバミピド錠１００ｍｇ「オーツカ」,大塚製薬,ＰＴＰ 100錠,945
4987035209713,レバミピド錠１００ｍｇ「オーツカ」,大塚製薬,ＰＴＰ 500錠,4727
4987035378617,サムスカＯＤ錠７．５ｍｇ,大塚製薬,ＰＴＰ 20錠,14186
4987035378815,サムスカＯＤ錠１５ｍｇ,大塚製薬,ＰＴＰ 20錠,21741
4987035510611,メプチンエアー１０μｇ吸入１００回,大塚製薬,包装小 10キット,9557
4987035545620,◆エクエル　パウチ　１２０ツブＸ３,, 3個 (1個×3),9900
4987035576402,◆オーエスワン,, 24本 (1本×24),3600
4987035576419,◆オーエスワン,, 1本 (1本×1),150
4987035622413,トルバプタンＯＤ錠７．５ｍｇ「オーツカ」,大塚製薬,ＰＴＰ 20錠,5505
4987035622611,トルバプタンＯＤ錠１５ｍｇ「オーツカ」,大塚製薬,ＰＴＰ 20錠,9589
4987035637714,モイゼルト軟膏１％,大塚製薬,包装小 100Ｇ,13033
4987035637912,モイゼルト軟膏０．３％,大塚製薬,包装小 100Ｇ,12178
4987035652205,◆オーエスワンアップル風味,, 24本 (1本×24),3600
4987035652212,◆オーエスワンアップル風味,, 1本 (1本×1),150
4987035654100,ラコールＮＦ配合経腸用液,大塚製薬,調剤用 5600ＭＬ,5338
4987035654506,イノラス配合経腸用液,大塚製薬,調剤用 5250ＭＬ,6594
4987035654803,イノラス配合経腸用液,大塚製薬,調剤用 5250ＭＬ,9999999999
4987039424044,オノンカプセル１１２．５ｍｇ,小野薬品工業,ＰＴＰ 140カプセル,2749
4987039424631,オノンドライシロップ１０％,小野薬品工業,バラ 100Ｇ,3089
4987039426253,フオイパン錠１００ｍｇ,小野薬品工業,ＰＴＰ 100錠,891
4987039427571,プロスタンディン軟膏０．００３％,小野薬品工業,包装小 30Ｇ,916
4987039429193,含嗽用ハチアズレ顆粒,小野薬品工業,分包 500Ｇ,2863
4987039437884,グラクティブ錠５０ｍｇ,小野薬品工業,ＰＴＰ 100錠,12008
4987039444820,ステーブラＯＤ錠０．１ｍｇ,小野薬品工業,ＰＴＰ 100錠,4213
4987039446367,リカルボン錠５０ｍｇ,小野薬品工業,ＰＴＰ 1錠,1254
4987039450630,オパルモン錠５μｇ,小野薬品工業,ＰＴＰ 100錠,1738
4987039454621,フォシーガ錠１０ｍｇ,小野薬品工業,ＰＴＰ 100錠,21399
4987039586889,バラマイシン軟膏,小野薬品工業,包装小 100Ｇ,677
4987040110240,アルロイドＧ内用液５％,カイゲンファーマ,調剤用 2000ＭＬ,1890
4987042110774,エブトール２５０ｍｇ錠,科研製薬,ＰＴＰ 100錠,2906
4987042136026,クレナフィン爪外用液１０％,科研製薬,包装小 17.8Ｇ,22153
4987042143116,エクロックゲル５％,科研製薬,包装小 40Ｇ,8598
4987042155034,エブランチルカプセル１５ｍｇ,科研製薬,ＰＴＰ 100カプセル,1424
4987042162209,リピディル錠５３．３ｍｇ,科研製薬,ＰＴＰ 100錠,1345
4987042357315,ロキソプロフェンＮａテープ１００ｍｇ「科研」,科研製薬,包装小 70枚,1120
4987042372059,イトラコナゾール錠５０ｍｇ「科研」,科研製薬,ＰＴＰ 100錠,5435
4987045642074,クラシエ柴苓湯エキス細粒,クラシエ薬品,分包 113.4Ｇ,4824
4987045665011,ウチダの八味丸Ｍ,クラシエ薬品,分包 840丸,794
4987045670596,クラシエ桃核承気湯エキス錠,クラシエ薬品,ＳＰ 252錠,1397
4987047104020,ヘパリン類似物質外用泡状スプレー０．３％「ＰＰ」,サンファーマ,包装小 1000Ｇ,9999999999
4987047105010,ルリコンクリーム１％,サンファーマ,包装小 100Ｇ,2596
4987047107038,タクロリムス軟膏０．１％「ＰＰ」,サンファーマ,包装小 50Ｇ,1586
4987047110885,尿素クリーム２０％「ＳＵＮ」,サンファーマ,包装小 250Ｇ,750
4987047120761,アローゼン顆粒,サンファーマ,分包 350Ｇ,2131
4987047210011,デュアック配合ゲル,サンファーマ,包装小 100Ｇ,8874
4987047211025,ザジテンカプセル１ｍｇ,サンファーマ,ＰＴＰ 500カプセル,3652
4987047211070,ザジテンドライシロップ０．１％,サンファーマ,バラ 100Ｇ,882
4987047211094,ザジテン点鼻液０．０５％,サンファーマ,包装小 10瓶,3681
4987047211209,テグレトール錠２００ｍｇ,サンファーマ,ＰＴＰ 100錠,685
4987047211247,テルネリン錠１ｍｇ,サンファーマ,ＰＴＰ 100錠,721
4987047211308,ニトロダームＴＴＳ２５ｍｇ,サンファーマ,包装小 140枚,5322
4987047211346,プルゼニド錠１２ｍｇ,サンファーマ,ＰＴＰ 100錠,536
4987047211407,ラミシールクリーム１％,サンファーマ,包装小 100Ｇ,1666
4987047211421,ラミシール外用液１％,サンファーマ,包装小 100Ｇ,1648
4987047211568,ルジオミール錠２５ｍｇ,サンファーマ,ＰＴＰ 100錠,1069
4987047310148,ローコール錠２０ｍｇ,サンファーマ,ＰＴＰ 100錠,3162
4987051136123,ガスコン錠４０ｍｇ,キッセイ薬品工業,ＰＴＰ 100錠,536
4987051182120,グルファスト錠５ｍｇ,キッセイ薬品工業,ＰＴＰ 100錠,986
4987051182328,グルファスト錠１０ｍｇ,キッセイ薬品工業,ＰＴＰ 100錠,1799
4987051183127,グルベス配合錠,キッセイ薬品工業,ＰＴＰ 100錠,2323
4987051276331,マリゼブ錠２５ｍｇ,キッセイ薬品工業,ＰＴＰ 20錠,10243
4987051668525,ベザトールＳＲ錠２００ｍｇ,キッセイ薬品工業,ＰＴＰ 100錠,1178
4987051908027,リザベン点眼液０．５％,キッセイ薬品工業,包装小 5瓶,1336
4987057080185,ナウゼリン錠１０,協和キリン,ＰＴＰ 100錠,791
4987057080321,ナウゼリン坐剤１０,協和キリン,包装小 20個,600
4987057080345,ナウゼリン坐剤３０,協和キリン,包装小 20個,950
4987057251097,コニール錠４,協和キリン,ＰＴＰ 100錠,1503
4987057432342,アレロック錠５,協和キリン,ＰＴＰ 100錠,1785
4987057522470,パタノール点眼液０．１％,協和キリン,包装小 50ＭＬ,3856
4987057581798,ナウゼリンＯＤ錠１０,協和キリン,ＰＴＰ 100錠,791
4987057592596,デパケンＲ錠１００ｍｇ,協和キリン,ＰＴＰ 100錠,945
4987057592626,デパケンＲ錠２００ｍｇ,協和キリン,ＰＴＰ 100錠,1017
4987057592770,オングリザ錠５ｍｇ,協和キリン,ＰＴＰ 100錠,6194
4987057602974,ドボベット軟膏,協和キリン,包装小 15Ｇ,2283
4987057649306,ダーブロック錠２ｍｇ,協和キリン,ＰＴＰ 100錠,14022
4987058007020,アレンドロン酸錠３５ｍｇ「アメル」,共和薬品工業,ＰＴＰ 20錠,1909
4987058012284,トラゾドン塩酸塩錠２５ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,554
4987058013281,トラゾドン塩酸塩錠５０ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,641
4987058024539,オランザピン細粒１％「アメル」,共和薬品工業,バラ 100Ｇ,3438
4987058060032,アムロジピン錠２．５ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,945
4987058087039,エスタゾラム錠１ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,554
4987058088036,エスタゾラム錠２ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,594
4987058142035,ベンザリン錠５,共和薬品工業,ＰＴＰ 100錠,701
4987058144237,ベンザリン細粒１％,共和薬品工業,バラ 100Ｇ,1459
4987058146828,ベリチーム配合顆粒,共和薬品工業,ＳＰ 105Ｇ,2477
4987058171387,アルファカルシドール錠０．２５μｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,554
4987058172384,アルファカルシドール錠０．５μｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,554
4987058173381,アルファカルシドール錠１．０μｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,554
4987058181034,ケフレックスカプセル２５０ｍｇ,共和薬品工業,ＰＴＰ 100カプセル,2806
4987058197530,クエチアピン細粒５０％「アメル」,共和薬品工業,バラ 100Ｇ,12152
4987058201039,ノバミン錠５ｍｇ,共和薬品工業,ＰＴＰ 100錠,918
4987058210284,スルピリド錠５０ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,600
4987058231289,ジアゼパム錠２ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,9999999999
4987058251027,スマトリプタン錠５０ｍｇ「アメル」,共和薬品工業,ＰＴＰ 12錠,1334
4987058296035,エスゾピクロン錠２ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,9999999999
4987058297032,エスゾピクロン錠３ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,9999999999
4987058378038,デュロキセチンカプセル２０ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100カプセル,2289
4987058379035,デュロキセチンカプセル３０ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100カプセル,3082
4987058565032,フルニトラゼパム錠１ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,536
4987058566039,フルニトラゼパム錠２ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,554
4987058585030,フルボキサミンマレイン酸塩錠２５ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,945
4987058690031,リスミー錠１ｍｇ,共和薬品工業,ＰＴＰ 100錠,945
4987058691038,リスミー錠２ｍｇ,共和薬品工業,ＰＴＰ 100錠,1459
4987058805039,レベチラセタム錠５００ｍｇ「アメル」,共和薬品工業,ＰＴＰ 100錠,3706
4987058866962,リスペリドン内用液分包１ｍｇ「アメル」,共和薬品工業,包装小 50包,1337
4987058867969,リスペリドン内用液分包０．５ｍｇ「アメル」,共和薬品工業,包装小 50包,675
4987060003966,ケタスカプセル１０ｍｇ,杏林製薬,ＰＴＰ 100カプセル,1116
4987060004802,ムコダイン錠５００ｍｇ,杏林製薬,ＰＴＰ 100錠,945
4987060005342,ムコダイン錠２５０ｍｇ,杏林製薬,ＰＴＰ 100錠,945
4987060005366,ムコダイン錠２５０ｍｇ,杏林製薬,ＰＴＰ 1000錠,9454
4987060007728,フルティフォーム１２５エアゾール５６吸入用,杏林製薬,包装小 1瓶,1939
4987060007742,フルティフォーム１２５エアゾール１２０吸入用,杏林製薬,包装小 1瓶,3910
4987060007995,ムコダインＤＳ５０％,杏林製薬,バラ 100Ｇ,1341
4987060008411,デザレックス錠５ｍｇ,杏林製薬,ＰＴＰ 100錠,3447
4987060008664,ラスビック錠７５ｍｇ,杏林製薬,ＰＴＰ 50錠,12379
4987060008688,ベオーバ錠５０ｍｇ,杏林製薬,ＰＴＰ 100錠,13016
4987060306531,◆ベンズブロマロン錠５０ｍｇ｢杏林｣,杏林,ＰＴＰ 100錠 (1錠×100),9999999999
4987060307156,モンテルカスト錠１０ｍｇ「ＫＭ」,杏林製薬,ＰＴＰ 28錠,922
4987060307200,モンテルカスト錠５ｍｇ「ＫＭ」,杏林製薬,ＰＴＰ 28錠,748
4987060307354,リボフラビン酪酸エステル錠２０ｍｇ「杏林」,杏林製薬,ＰＴＰ 100錠,518
4987060308023,モメタゾン点鼻液５０μｇ「杏林」５６噴霧用,杏林製薬,包装小 5瓶,1882
4987060310422,エプレレノン錠２５ｍｇ「杏林」,杏林製薬,ＰＴＰ 100錠,985
4987060310439,エプレレノン錠５０ｍｇ「杏林」,杏林製薬,ＰＴＰ 100錠,1916
4987071174013,トラマドール塩酸塩ＯＤ錠２５ｍｇ「ＫＯ」,寿製薬,ＰＴＰ 100錠,837
4987071174020,トラマドール塩酸塩ＯＤ錠２５ｍｇ「ＫＯ」,寿製薬,ＰＴＰ 500錠,4187
4987080001416,テオフィリン徐放錠１００ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080001911,ピタバスタチンＣａ錠１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,945
4987080001928,ピタバスタチンＣａ錠１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 500錠,4727
4987080002017,ピタバスタチンＣａ錠２ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,1431
4987080002215,ピタバスタチンＣａ錠４ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,2325
4987080002918,イトラコナゾールカプセル５０ｍｇ「ＳＷ」,沢井製薬,ＰＴＰ 56カプセル,3043
4987080005414,カンデサルタン錠１２ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,1273
4987080007210,リバーロキサバン錠１５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,18532
4987080011712,エゼロス配合錠ＬＤ「サワイ」,沢井製薬,ＰＴＰ 100錠,3234
4987080012719,エゼロス配合錠ＨＤ「サワイ」,沢井製薬,ＰＴＰ 100錠,3234
4987080015710,サキサグリプチン錠５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,3630
4987080023616,ロペラミド塩酸塩カプセル１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100カプセル,554
4987080030317,クロチアゼパム錠５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080030416,ウルソデオキシコール酸錠１００ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,945
4987080031116,グリクラジド錠２０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080031710,テプレノンカプセル５０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100カプセル,590
4987080032113,ゾピクロン錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,681
4987080032212,チアプリド錠２５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,745
4987080033516,ロフラゼプ酸エチル錠１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080033912,メキシレチン塩酸塩カプセル１００ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100カプセル,963
4987080034414,ミノサイクリン塩酸塩錠５０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,1300
4987080034711,センノシド錠１２ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,481
4987080035411,エナラプリルマレイン酸塩錠２．５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,945
4987080035510,エナラプリルマレイン酸塩錠５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,945
4987080036319,テルビナフィン錠１２５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,2863
4987080037514,ロラゼパム錠１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080037644,ケトチフェンＤＳ小児用０．１％「サワイ」,沢井製薬,バラ 100Ｇ,609
4987080037712,ケトチフェンカプセル１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100カプセル,554
4987080038016,ケトチフェン点鼻液０．０５％「サワイ」,沢井製薬,包装小 10瓶,2100
4987080038313,ニルバジピン錠４ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,9999999999
4987080039112,アロチノロール塩酸塩錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,690
4987080039419,ジソピラミド徐放錠１５０ｍｇ「ＳＷ」,沢井製薬,ＰＴＰ 100錠,1072
4987080100119,クエン酸第一鉄Ｎａ錠５０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,563
4987080100218,アルプラゾラム錠０．４ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080103110,シルニジピン錠５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,945
4987080103417,ドンペリドン錠５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080103516,ドンペリドン錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080103813,イフェンプロジル酒石酸塩錠２０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080103912,チザニジン錠１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080106012,シルニジピン錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,1242
4987080119814,ピコスルファートＮａ錠２．５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,9999999999
4987080119913,ジクロフェナクＮａ錠２５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080120018,エバスチンＯＤ錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,1990
4987080123170,メマンチン塩酸塩ＯＤ錠２０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 56錠,2334
4987080128014,イトプリド塩酸塩錠５０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080129011,セフジニル錠１００ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,4080
4987080132714,テラムロ配合錠ＡＰ「サワイ」,沢井製薬,ＰＴＰ 100錠,9999999999
4987080147114,タダラフィル錠５ｍｇＺＡ「サワイ」,沢井製薬,ＰＴＰ 100錠,3125
4987080152118,レパグリニド錠０．２５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,672
4987080154112,レパグリニド錠０．５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,1107
4987080158110,プソフェキ配合錠「サワイ」,沢井製薬,ＰＴＰ 100錠,1890
4987080190011,エチゾラム錠０．５ｍｇ「ＳＷ」,沢井製薬,ＰＴＰ 100錠,600
4987080192015,エチゾラム錠１ｍｇ「ＳＷ」,沢井製薬,ＰＴＰ 100錠,918
4987080197010,カモスタットメシル酸塩錠１００ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,909
4987080198116,エルデカルシトールカプセル０．７５μｇ「サワイ」,沢井製薬,ＰＴＰ 100カプセル,1571
4987080199113,バゼドキシフェン錠２０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,2481
4987080221012,ニフェジピンＬ錠２０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080266365,ナルフラフィン塩酸塩ＯＤ錠２．５μｇ「サワイ」,沢井製薬,ＰＴＰ 14錠,9999999999
4987080267461,オセルタミビルカプセル７５ｍｇ「サワイ」,沢井製薬,ＰＴＰ 10カプセル,1014
4987080268444,オセルタミビルＤＳ３％「サワイ」,沢井製薬,バラ 30Ｇ,2167
4987080271116,アリピプラゾール錠１ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
4987080292012,ゾルピデム酒石酸塩ＯＤ錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,9999999999
4987080302612,イルソグラジンマレイン酸塩錠２ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,927
4987080303114,アミトリプチリン塩酸塩錠１０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,918
4987080303510,メキタジン錠３ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080303718,ジラゼプ塩酸塩錠５０ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,536
4987080303817,ジラゼプ塩酸塩錠１００ｍｇ「サワイ」,沢井製薬,ＰＴＰ 100錠,554
